sequence_name,is_uk,is_cog_uk,central_sample_id,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,uk_lineage,del_lineage,phylotype,lineage,SH-alrt,UFbootstrap,lineages_version,status,note,sequencing_centre
_England_NORW-3182C30_2022_,Y,Y,NORW-3182C30,,2022-01-15,107,UK,UK-ENG,Y,,,UK44176,del_trans_316597,UK44176_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3182454_2022_,Y,Y,NORW-3182454,,2022-01-17,108,UK,UK-ENG,Y,,,UK34356,del_trans_441642,UK34356_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-316E296_2022_,Y,Y,NORW-316E296,,2022-01-17,108,UK,UK-ENG,Y,,,UK29111,del_trans_393386,UK29111_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316B0C8_2022_,Y,Y,NORW-316B0C8,,2022-01-11,107,UK,UK-ENG,Y,,,UK26627,del_trans_448569,UK26627_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E241_2022_,Y,Y,NORW-316E241,,2022-01-08,106,UK,UK-ENG,Y,,,UK46678,del_trans_481043,UK46678_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3169259_2022_,Y,Y,NORW-3169259,,2022-01-13,107,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3165D57_2022_,Y,Y,NORW-3165D57,,2022-01-13,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161A60_2022_,Y,Y,NORW-3161A60,,2022-01-22,108,UK,UK-ENG,Y,,,UK26082,del_trans_276103,UK26082_1.61.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316A12E_2022_,Y,Y,NORW-316A12E,,2022-01-17,108,UK,UK-ENG,Y,,,UK9654,del_trans_567379,UK9654_1.37.10.3.1.1,B.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3154A79_2022_,Y,Y,NORW-3154A79,,2022-01-19,108,UK,UK-ENG,Y,,,UK25785,del_trans_176349,UK25785_1.36.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316F4F6_2022_,Y,Y,NORW-316F4F6,,2022-01-08,106,UK,UK-ENG,Y,,,UK57711,del_trans_284233,UK57711_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315FC70_2022_,Y,Y,NORW-315FC70,,2022-01-23,109,UK,UK-ENG,Y,,,UK25910,del_trans_200282,UK25910_1.2,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-315192A_2022_,Y,Y,NORW-315192A,,2022-01-23,109,UK,UK-ENG,Y,,,UK54048,del_trans_176895,UK54048_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-315D525_2022_,Y,Y,NORW-315D525,,2022-01-19,108,UK,UK-ENG,Y,,,UK25670,del_trans_141087,UK25670_1.6.1.4.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3159D33_2022_,Y,Y,NORW-3159D33,,2022-01-23,109,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.569,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3165F0F_2022_,Y,Y,NORW-3165F0F,,2022-01-11,107,UK,UK-ENG,Y,,,UK35324,del_trans_222466,UK35324_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316F5AF_2022_,Y,Y,NORW-316F5AF,,2022-01-16,108,UK,UK-ENG,Y,,,UK40348,del_trans_186761,UK40348_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31827A6_2022_,Y,Y,NORW-31827A6,,2022-01-15,107,UK,UK-ENG,Y,,,UK25805,del_trans_206672,UK25805_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-316A2E4_2022_,Y,Y,NORW-316A2E4,,2022-01-10,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3167C62_2022_,Y,Y,NORW-3167C62,,2022-01-10,107,UK,UK-ENG,Y,,,UK28798,del_trans_148930,UK28798_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316DE47_2022_,Y,Y,NORW-316DE47,,2022-01-19,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3169E07_2022_,Y,Y,NORW-3169E07,,2022-01-11,107,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3151B60_2022_,Y,Y,NORW-3151B60,,2022-01-10,107,UK,UK-ENG,Y,,,UK28563,del_trans_305196,UK28563_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316DA4B_2022_,Y,Y,NORW-316DA4B,,2022-01-10,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-3181B25_2022_,Y,Y,NORW-3181B25,,2022-01-21,108,UK,UK-ENG,Y,,,UK26836,del_trans_41930,UK26836_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316B987_2022_,Y,Y,NORW-316B987,,2022-01-12,107,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316269B_2022_,Y,Y,NORW-316269B,,2022-01-02,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315B652_2022_,Y,Y,NORW-315B652,,2022-01-24,109,UK,UK-ENG,Y,,,UK25773,del_trans_157092,UK25773_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31574EA_2022_,Y,Y,NORW-31574EA,,2022-01-20,108,UK,UK-ENG,Y,,,UK31702,del_trans_501421,UK31702_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-315ACF9_2022_,Y,Y,NORW-315ACF9,,2022-01-20,108,UK,UK-ENG,Y,,,UK31397,del_trans_202493,UK31397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31697E1_2022_,Y,Y,NORW-31697E1,,2022-01-12,107,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1.677,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3169AEE_2022_,Y,Y,NORW-3169AEE,,2022-01-13,107,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31813C8_2022_,Y,Y,NORW-31813C8,,2022-01-16,108,UK,UK-ENG,Y,,,UK26083,del_trans_276105,UK26083_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31521E7_2022_,Y,Y,NORW-31521E7,,2022-01-22,108,UK,UK-ENG,Y,,,UK26203,del_trans_346882,UK26203_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316924B_2022_,Y,Y,NORW-316924B,,2022-01-18,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3182A40_2022_,Y,Y,NORW-3182A40,,2022-01-12,107,UK,UK-ENG,Y,,,UK45352,del_trans_386915,UK45352_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316F3E9_2022_,Y,Y,NORW-316F3E9,,2022-01-12,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315676A_2022_,Y,Y,NORW-315676A,,2022-01-24,109,UK,UK-ENG,Y,,,UK26682,del_trans_455549,UK26682_1.17,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3181F05_2022_,Y,Y,NORW-3181F05,,2022-01-01,105,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316903F_2022_,Y,Y,NORW-316903F,,2022-01-10,107,UK,UK-ENG,Y,,,UK46413,del_trans_459040,UK46413_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315A8FD_2022_,Y,Y,NORW-315A8FD,,2022-01-20,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.306,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-315BDCC_2022_,Y,Y,NORW-315BDCC,,2022-01-27,109,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1.674.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316ACDC_2022_,Y,Y,NORW-316ACDC,,2022-01-20,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316A7C3_2022_,Y,Y,NORW-316A7C3,,2022-01-07,106,UK,UK-ENG,N,,,UK30157,del_trans_201697,UK30157_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-31621F4_2022_,Y,Y,NORW-31621F4,,2022-01-20,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.1375,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3169F06_2022_,Y,Y,NORW-3169F06,,2022-01-20,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316DABC_2022_,Y,Y,NORW-316DABC,,2022-01-11,107,UK,UK-ENG,Y,,,UK33253,del_trans_219648,UK33253_1.1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-316D2A6_2022_,Y,Y,NORW-316D2A6,,2022-01-21,108,UK,UK-ENG,Y,,,UK25882,del_trans_196988,UK25882_1.1,B.1.1,100,97,2020-05-19,passed_qc,,NORW
_England_NORW-316D488_2022_,Y,Y,NORW-316D488,,2022-01-10,107,UK,UK-ENG,Y,,,UK26062,del_trans_262210,UK26062_1.133,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-316A645_2022_,Y,Y,NORW-316A645,,2022-01-13,107,UK,UK-ENG,Y,,,UK25773,del_trans_157092,UK25773_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-316B5FD_2022_,Y,Y,NORW-316B5FD,,2022-01-16,108,UK,UK-ENG,Y,,,UK27077,del_trans_522664,UK27077_1.33,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3169A8A_2022_,Y,Y,NORW-3169A8A,,2022-01-19,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316F132_2022_,Y,Y,NORW-316F132,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.1348.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3161B19_2022_,Y,Y,NORW-3161B19,,2022-01-01,105,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31647DE_2022_,Y,Y,NORW-31647DE,,2022-01-20,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1.676,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3162737_2022_,Y,Y,NORW-3162737,,2022-01-20,108,UK,UK-ENG,Y,,,UK27683,del_trans_4983,UK27683_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3164895_2022_,Y,Y,NORW-3164895,,2022-01-02,106,UK,UK-ENG,Y,,,UK26488,del_trans_433198,UK26488_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3159D7B_2022_,Y,Y,NORW-3159D7B,,2022-01-19,108,UK,UK-ENG,Y,,,UK52050,del_trans_462264,UK52050_1.1.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3169267_2022_,Y,Y,NORW-3169267,,2022-01-22,108,UK,UK-ENG,Y,,,UK26383,del_trans_363872,UK26383_1.191,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316D920_2022_,Y,Y,NORW-316D920,,2022-01-07,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.1376,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316D128_2022_,Y,Y,NORW-316D128,,2022-01-11,107,UK,UK-ENG,Y,,,UK28967,del_trans_364028,UK28967_1.14,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-316DF62_2022_,Y,Y,NORW-316DF62,,2022-01-19,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1.389,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316961D_2022_,Y,Y,NORW-316961D,,2022-01-12,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31818C3_2022_,Y,Y,NORW-31818C3,,2022-01-09,107,UK,UK-ENG,Y,,,UK25771,del_trans_156261,UK25771_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3150421_2022_,Y,Y,NORW-3150421,,2022-01-21,108,UK,UK-ENG,Y,,,UK25670,del_trans_141087,UK25670_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31625F0_2022_,Y,Y,NORW-31625F0,,2022-01-21,108,UK,UK-ENG,Y,,,UK26743,del_trans_476028,UK26743_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-316A87D_2022_,Y,Y,NORW-316A87D,,2022-01-18,108,UK,UK-ENG,Y,,,UK40299,del_trans_183924,UK40299_1.4,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-316F26B_2022_,Y,Y,NORW-316F26B,,2022-01-12,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3182AF9_2022_,Y,Y,NORW-3182AF9,,2022-01-12,107,UK,UK-ENG,Y,,,UK45736,del_trans_405254,,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316B4E0_2022_,Y,Y,NORW-316B4E0,,2022-01-11,107,UK,UK-ENG,Y,,,UK35324,del_trans_222466,UK35324_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E6BE_2022_,Y,Y,NORW-316E6BE,,2022-01-18,108,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1.18.6,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3157E61_2022_,Y,Y,NORW-3157E61,,2022-01-20,108,UK,UK-ENG,Y,,,UK26598,del_trans_499629,UK26598_1.35.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3165E9D_2022_,Y,Y,NORW-3165E9D,,2022-01-11,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.993,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-316C146_2022_,Y,Y,NORW-316C146,,2022-01-12,107,UK,UK-ENG,Y,,,UK45310,del_trans_383608,UK45310_1,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-316A61B_2022_,Y,Y,NORW-316A61B,,2022-01-17,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316A5D3_2022_,Y,Y,NORW-316A5D3,,2022-01-12,107,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3165616_2022_,Y,Y,NORW-3165616,,2022-01-22,108,UK,UK-ENG,Y,,,UK34247,del_trans_435880,UK34247_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316C1A9_2022_,Y,Y,NORW-316C1A9,,2022-01-18,108,UK,UK-ENG,Y,,,UK25667,del_trans_140659,UK25667_1.37.2,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-31692BC_2022_,Y,Y,NORW-31692BC,,2022-01-17,108,UK,UK-ENG,Y,,,UK28467,del_trans_287368,UK28467_1.2.1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3169845_2022_,Y,Y,NORW-3169845,,2022-01-19,108,UK,UK-ENG,Y,,,UK33427,del_trans_255649,UK33427_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316204C_2022_,Y,Y,NORW-316204C,,2022-01-23,109,UK,UK-ENG,Y,,,UK32927,del_trans_189298,UK32927_1.1.4,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3163C22_2022_,Y,Y,NORW-3163C22,,2022-01-26,109,UK,UK-ENG,Y,,,UK47951,del_trans_581985,,B.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316DF1C_2022_,Y,Y,NORW-316DF1C,,2022-01-10,107,UK,UK-ENG,Y,,,UK26303,del_trans_358811,UK26303_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E423_2022_,Y,Y,NORW-316E423,,2022-01-09,107,UK,UK-ENG,Y,,,UK25670,del_trans_141087,UK25670_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-3165145_2022_,Y,Y,NORW-3165145,,2022-01-21,108,UK,UK-ENG,Y,,,UK26013,del_trans_251045,UK26013_1.43,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-316B7ED_2022_,Y,Y,NORW-316B7ED,,2022-01-10,107,UK,UK-ENG,Y,,,UK26070,del_trans_268133,UK26070_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316CA3F_2022_,Y,Y,NORW-316CA3F,,2022-01-11,107,UK,UK-ENG,Y,,,UK26062,del_trans_262210,UK26062_1.35,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316B5D1_2022_,Y,Y,NORW-316B5D1,,2022-01-21,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1.12,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3181D4F_2022_,Y,Y,NORW-3181D4F,,2022-01-16,108,UK,UK-ENG,Y,,,UK43775,del_trans_268147,UK43775_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315AB09_2022_,Y,Y,NORW-315AB09,,2022-01-17,108,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E340_2022_,Y,Y,NORW-316E340,,2022-01-19,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-315F965_2022_,Y,Y,NORW-315F965,,2022-01-18,108,UK,UK-ENG,Y,,,UK31128,del_trans_392143,UK31128_1.2.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E8AE_2022_,Y,Y,NORW-316E8AE,,2022-01-20,108,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,97,2020-05-19,passed_qc,,NORW
_England_NORW-316A2BA_2022_,Y,Y,NORW-316A2BA,,2022-01-20,108,UK,UK-ENG,Y,,,UK50707,del_trans_212817,UK50707_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-3161501_2022_,Y,Y,NORW-3161501,,2022-01-10,107,UK,UK-ENG,Y,,,UK26308,del_trans_360651,UK26308_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E5CD_2022_,Y,Y,NORW-316E5CD,,2022-01-11,107,UK,UK-ENG,Y,,,UK23815,del_trans_604987,UK23815_1.4.2.1.2.1.2,B.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-31695AB_2022_,Y,Y,NORW-31695AB,,2022-01-17,108,UK,UK-ENG,Y,,,UK26099,del_trans_287364,UK26099_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316A011_2022_,Y,Y,NORW-316A011,,2022-01-22,108,UK,UK-ENG,Y,,,UK27849,del_trans_191812,UK27849_1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316CDBB_2022_,Y,Y,NORW-316CDBB,,2022-01-13,107,UK,UK-ENG,Y,,,UK25680,del_trans_144594,UK25680_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316AF20_2022_,Y,Y,NORW-316AF20,,2022-01-17,108,UK,UK-ENG,Y,,,UK36171,del_trans_5149,UK36171_1.1.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316E6A0_2022_,Y,Y,NORW-316E6A0,,2022-01-19,108,UK,UK-ENG,Y,,,UK26086,del_trans_282425,UK26086_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316C597_2022_,Y,Y,NORW-316C597,,2022-01-19,108,UK,UK-ENG,Y,,,UK27077,del_trans_522664,UK27077_1,B.1.1,100,96,2020-05-19,passed_qc,,NORW
_England_NORW-316A59B_2022_,Y,Y,NORW-316A59B,,2022-01-21,108,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316BC21_2022_,Y,Y,NORW-316BC21,,2022-01-21,108,UK,UK-ENG,Y,,,UK26083,del_trans_276105,UK26083_1.73,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316CB12_2022_,Y,Y,NORW-316CB12,,2022-01-12,107,UK,UK-ENG,Y,,,UK32889,del_trans_185175,UK32889_1.5,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-316E63F_2022_,Y,Y,NORW-316E63F,,2022-01-21,108,UK,UK-ENG,Y,,,UK26883,del_trans_490429,UK26883_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-315F240_2022_,Y,Y,NORW-315F240,,2022-01-20,108,UK,UK-ENG,Y,,,UK36171,del_trans_5149,UK36171_1.1.1.1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-316FD1A_2022_,Y,Y,NORW-316FD1A,,2022-01-20,108,UK,UK-ENG,Y,,,UK26052,del_trans_261563,UK26052_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31614AD_2022_,Y,Y,NORW-31614AD,,2022-01-20,108,UK,UK-ENG,Y,,,UK25634,del_trans_4980,UK25634_1,B.1.1,100,95,2020-05-19,passed_qc,,NORW
_England_NORW-316F2EA_2022_,Y,Y,NORW-316F2EA,,2022-01-12,107,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1.677,B.1.1,100,94,2020-05-19,passed_qc,,NORW
_England_NORW-316E233_2022_,Y,Y,NORW-316E233,,2022-01-18,108,UK,UK-ENG,Y,,,UK25781,del_trans_169900,UK25781_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-31650C5_2022_,Y,Y,NORW-31650C5,,2022-01-20,108,UK,UK-ENG,Y,,,UK36441,del_trans_20670,UK36441_1,B.1.1,100,93,2020-05-19,passed_qc,,NORW
_England_NORW-315A5C6_2022_,Y,Y,NORW-315A5C6,,2022-01-10,107,UK,UK-ENG,Y,,,UK26249,del_trans_350668,UK26249_1.4,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314F5A1_2022_,Y,Y,NORW-314F5A1,,2022-01-04,106,UK,UK-ENG,Y,,,UK26899,del_trans_492643,UK26899_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314E7E9_2022_,Y,Y,NORW-314E7E9,,2022-01-03,106,UK,UK-ENG,Y,,,UK25139,del_trans_2863,UK25139_1,B.1.1,84,87,2020-05-19,passed_qc,,NORW
_England_NORW-314EBE5_2022_,Y,Y,NORW-314EBE5,,2022-01-07,106,UK,UK-ENG,Y,,,UK25781,del_trans_169900,UK25781_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314E9E7_2022_,Y,Y,NORW-314E9E7,,2022-01-07,106,UK,UK-ENG,Y,,,UK29517,del_trans_156272,UK29517_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314F051_2022_,Y,Y,NORW-314F051,,2022-01-07,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314F692_2022_,Y,Y,NORW-314F692,,2022-01-05,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314F1C1_2022_,Y,Y,NORW-314F1C1,,2022-01-04,106,UK,UK-ENG,Y,,,UK25139,del_trans_2863,UK25139_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314ED9D_2022_,Y,Y,NORW-314ED9D,,2022-01-05,106,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1.1257,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314F621_2022_,Y,Y,NORW-314F621,,2022-01-05,106,UK,UK-ENG,Y,,,UK26270,del_trans_353821,UK26270_1.3,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314E9D9_2022_,Y,Y,NORW-314E9D9,,2022-01-08,106,UK,UK-ENG,Y,,,UK34351,del_trans_440329,UK34351_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314E8CC_2022_,Y,Y,NORW-314E8CC,,2022-01-03,106,UK,UK-ENG,Y,,,UK28053,del_trans_2881,,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314EB10_2022_,Y,Y,NORW-314EB10,,2022-01-05,106,UK,UK-ENG,Y,,,UK26604,del_trans_439338,UK26604_1.325,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314E595_2022_,Y,Y,NORW-314E595,,2022-01-05,106,UK,UK-ENG,Y,,,UK26681,del_trans_455542,UK26681_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-313F341_2022_,Y,Y,NORW-313F341,,2022-01-13,107,UK,UK-ENG,Y,,,UK22668,del_trans_267855,UK22668_1,B.1.1,100,93,2020-05-19,passed_qc,,NORW
_England_NORW-314C698_2022_,Y,Y,NORW-314C698,,2022-01-15,107,UK,UK-ENG,Y,,,UK26397,del_trans_370594,UK26397_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3145EBB_2022_,Y,Y,NORW-3145EBB,,2022-01-12,107,UK,UK-ENG,Y,,,UK26666,del_trans_451817,UK26666_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-3140307_2022_,Y,Y,NORW-3140307,,2022-01-11,107,UK,UK-ENG,Y,,,UK27765,del_trans_175844,UK27765_1.2,B.1.1,100,100,2020-05-19,passed_qc,,NORW
_England_NORW-314B03D_2022_,Y,Y,NORW-314B03D,,2022-01-11,107,UK,UK-ENG,Y,,,UK26277,del_trans_354594,UK26277_1,B.1.1,100,99,2020-05-19,passed_qc,,NORW
_England_NORW-314C29C_2022_,Y,Y,NORW-314C29C,,2022-01-14,107,UK,UK-ENG,Y,,,UK26413,del_trans_373208,UK26413_1,B.1.1,100,100,2020-05-19,passed_qc,,NORW
