central_sample_id,sequence_name,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,lineage_support,uk_lineage,del_lineage,phylotype
NORW-F9C51,England/NORW-F9C51/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F660B,England/NORW-F660B/2020,,2020-12-13,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1.1
NORW-F1AB9,England/NORW-F1AB9/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4.1
NORW-F4096,England/NORW-F4096/2020,,2020-11-18,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-21F682,England/NORW-21F682/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.51.1
NORW-F19CB,England/NORW-F19CB/2020,,2020-11-11,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F5578,England/NORW-F5578/2020,,2020-11-02,,UK,UK-ENG,Y,,,B.1.36.28,,UK1306,del_trans_17299,UK1306_1.1.1.1.2.2.6
NORW-21FE99,England/NORW-21FE99/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.258,,UK237,del_trans_1310,UK237_1.1.1
NORW-F9BCD,England/NORW-F9BCD/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19
NORW-21FF2D,England/NORW-21FF2D/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F5314,England/NORW-F5314/2020,,2020-11-22,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-FA018,England/NORW-FA018/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.3
NORW-F85A2,England/NORW-F85A2/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-F7039,England/NORW-F7039/2020,,2020-12-05,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-FA1E8,England/NORW-FA1E8/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F86BE,England/NORW-F86BE/2020,,2020-12-11,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F548A,England/NORW-F548A/2020,,2020-11-19,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4.6.1
NORW-F3B0F,England/NORW-F3B0F/2020,,2020-12-09,,UK,UK-ENG,Y,,,B.1.36.17,,UK2137,del_trans_17563,UK2137_1.1.1.1.2.1
NORW-F18A0,England/NORW-F18A0/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F9F67,England/NORW-F9F67/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F38AE,England/NORW-F38AE/2020,,2020-12-06,,UK,UK-ENG,Y,,,B.1.177,,UK436,del_trans_5186,UK436_1.34
NORW-F529F,England/NORW-F529F/2020,,2020-11-17,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-21F831,England/NORW-21F831/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F9E97,England/NORW-F9E97/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.38.1
NORW-F9B72,England/NORW-F9B72/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F54E4,England/NORW-F54E4/2020,,2020-11-04,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4
NORW-220D2F,England/NORW-220D2F/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F9E2E,England/NORW-F9E2E/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265
NORW-F3F7C,England/NORW-F3F7C/2020,,2020-10-09,,UK,UK-ENG,Y,,,B.1.177.18,,UK3709,del_trans_3435,UK3709_1.1
NORW-F553C,England/NORW-F553C/2020,,2020-11-14,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.45.5
NORW-F599A,England/NORW-F599A/2020,,2020-11-11,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4.2
NORW-220F38,England/NORW-220F38/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F3F21,England/NORW-F3F21/2020,,2020-10-08,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4.6.1
NORW-21F7E9,England/NORW-21F7E9/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F1846,England/NORW-F1846/2020,,2020-11-09,,UK,UK-ENG,Y,,,B.1.177,,UK4917,del_trans_5176,UK4917_1.2.56.2
NORW-F53AB,England/NORW-F53AB/2020,,2020-11-15,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F5A88,England/NORW-F5A88/2020,,2020-11-14,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62.1
NORW-F9C15,England/NORW-F9C15/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F9EE2,England/NORW-F9EE2/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.177,,UK438,del_trans_5189,UK438_1.51.1
NORW-F887C,England/NORW-F887C/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.1
NORW-220CC8,England/NORW-220CC8/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-220CE6,England/NORW-220CE6/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-F51DE,England/NORW-F51DE/2020,,2020-11-14,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4
NORW-220E3B,England/NORW-220E3B/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.1
NORW-F9ADF,England/NORW-F9ADF/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F4272,England/NORW-F4272/2020,,2020-11-19,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-FA106,England/NORW-FA106/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F1961,England/NORW-F1961/2020,,2020-11-15,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4.1
NORW-F3844,England/NORW-F3844/2020,,2020-12-06,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F1A5F,England/NORW-F1A5F/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.177,,UK4712,del_trans_2844,UK4712_1
NORW-F596D,England/NORW-F596D/2020,,2020-11-04,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F9A2A,England/NORW-F9A2A/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.171.1
NORW-F6EC7,England/NORW-F6EC7/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F412A,England/NORW-F412A/2020,,2020-11-18,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F51B0,England/NORW-F51B0/2020,,2020-11-21,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.31
NORW-220DE3,England/NORW-220DE3/2020,,2020-12-12,,UK,UK-ENG,N,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2
NORW-220E59,England/NORW-220E59/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-21F716,England/NORW-21F716/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265
NORW-F39F6,England/NORW-F39F6/2020,,2020-12-06,,UK,UK-ENG,N,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-21F910,England/NORW-21F910/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-220DF2,England/NORW-220DF2/2020,,2020-12-12,,UK,UK-ENG,N,,,B.1.177,,UK4942,del_trans_6332,UK4942_1.1
NORW-F8627,England/NORW-F8627/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.11.8.1
NORW-F9DE5,England/NORW-F9DE5/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F86FA,England/NORW-F86FA/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10
NORW-F8609,England/NORW-F8609/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK436,del_trans_5186,UK436_1.4
NORW-FA081,England/NORW-FA081/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.3
NORW-F86EB,England/NORW-F86EB/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-FA230,England/NORW-FA230/2020,,2020-12-07,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-FA31F,England/NORW-FA31F/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177.19,,UK3713,del_trans_3433,UK3713_1.2.10.2.1
NORW-F51A1,England/NORW-F51A1/2020,,2020-11-17,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F42DC,England/NORW-F42DC/2020,,2020-11-19,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4
NORW-F6595,England/NORW-F6595/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-21F840,England/NORW-21F840/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1
NORW-F3FE5,England/NORW-F3FE5/2020,,2020-11-16,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-F3F12,England/NORW-F3F12/2020,,2020-10-10,,UK,UK-ENG,Y,,,B.1.177.18,,UK3709,del_trans_3435,UK3709_1.1
NORW-220E0E,England/NORW-220E0E/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-21F619,England/NORW-21F619/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.1
NORW-F8663,England/NORW-F8663/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1
NORW-F5183,England/NORW-F5183/2020,,2020-11-21,,UK,UK-ENG,Y,,,B.1.1.315,,UK2330,del_trans_18476,UK2330_1.15.2.2.2.1
NORW-F55D2,England/NORW-F55D2/2020,,2020-12-06,,UK,UK-ENG,Y,,,B.1.218,,UK928,del_trans_15406,UK928_1
NORW-21F646,England/NORW-21F646/2020,,2020-12-09,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-FA090,England/NORW-FA090/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.3
NORW-F3835,England/NORW-F3835/2020,,2020-12-09,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19.4
NORW-21FF1E,England/NORW-21FF1E/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-21F5D0,England/NORW-21F5D0/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.177,,UK5849,del_trans_3743,UK5849_1
NORW-F598B,England/NORW-F598B/2020,,2020-11-18,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.54.1
NORW-F1970,England/NORW-F1970/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F9B36,England/NORW-F9B36/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F6E21,England/NORW-F6E21/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F8706,England/NORW-F8706/2020,,2020-12-10,,UK,UK-ENG,N,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F8681,England/NORW-F8681/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19
NORW-FA0CD,England/NORW-FA0CD/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-F86DC,England/NORW-F86DC/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F87CA,England/NORW-F87CA/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19.6.1
NORW-F8690,England/NORW-F8690/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18
NORW-F552D,England/NORW-F552D/2020,,2020-11-15,,UK,UK-ENG,Y,,,B.1.177.18,,UK3709,del_trans_3435,UK3709_1.1
NORW-21FA68,England/NORW-21FA68/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.4
NORW-21F6CE,England/NORW-21F6CE/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-F42FA,England/NORW-F42FA/2020,,2020-11-19,,UK,UK-ENG,Y,,,B.1.160,,UK673,del_trans_15691,UK673_1
NORW-21FEB7,England/NORW-21FEB7/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F1864,England/NORW-F1864/2020,,2020-11-14,,UK,UK-ENG,Y,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.161
NORW-21F761,England/NORW-21F761/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-F3A11,England/NORW-F3A11/2020,,2020-12-06,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.11.8.1
NORW-F8751,England/NORW-F8751/2020,,2020-12-11,,UK,UK-ENG,N,,,B.1,,UK3419,del_trans_1887,UK3419_1.1.1
NORW-F55A5,England/NORW-F55A5/2020,,2020-10-26,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-21FF4B,England/NORW-21FF4B/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F4412,England/NORW-F4412/2020,,2020-11-19,,UK,UK-ENG,Y,,,B.1.177,,UK2314,del_trans_14312,UK2314_1
NORW-FA2E5,England/NORW-FA2E5/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.2
NORW-F41B1,England/NORW-F41B1/2020,,2020-11-18,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-21F5A3,England/NORW-21F5A3/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.51.1
NORW-FA027,England/NORW-FA027/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.177,,UK5077,del_trans_6648,UK5077_1.5.2.1
NORW-F3817,England/NORW-F3817/2020,,2020-12-07,,UK,UK-ENG,N,,,B.1.177,,UK438,del_trans_5189,UK438_1.51.1
NORW-F3EAC,England/NORW-F3EAC/2020,,2020-11-15,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.45.5
NORW-FA0BE,England/NORW-FA0BE/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F9A84,England/NORW-F9A84/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F3A99,England/NORW-F3A99/2020,,2020-12-09,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-EFB42,England/NORW-EFB42/2020,,2020-12-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19.1
NORW-F3F9A,England/NORW-F3F9A/2020,,2020-11-18,,UK,UK-ENG,Y,,,B.1.177,,UK4917,del_trans_5176,UK4917_1.2.56.2
NORW-F40D2,England/NORW-F40D2/2020,,2020-11-09,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-FA0DC,England/NORW-FA0DC/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.4
NORW-F1A9B,England/NORW-F1A9B/2020,,2020-11-13,,UK,UK-ENG,Y,,,B.1.1.4,,UK3088,del_trans_20889,UK3088_1.1
NORW-F9F85,England/NORW-F9F85/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19.6.1
NORW-F5A79,England/NORW-F5A79/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.54.1
NORW-21F7F8,England/NORW-21F7F8/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.74.1
NORW-F9EA6,England/NORW-F9EA6/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.51
NORW-F42AF,England/NORW-F42AF/2020,,2020-11-20,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-F9E79,England/NORW-F9E79/2020,,2020-12-09,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-FA2F4,England/NORW-FA2F4/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1
NORW-FA537,England/NORW-FA537/2020,,2020-12-07,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-21F87D,England/NORW-21F87D/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.46
NORW-FA124,England/NORW-FA124/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.1
NORW-F6EE5,England/NORW-F6EE5/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-FA2B8,England/NORW-FA2B8/2020,,2020-12-07,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F878E,England/NORW-F878E/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F3FC7,England/NORW-F3FC7/2020,,2020-11-17,,UK,UK-ENG,Y,,,B.1.177,,UK436,del_trans_5186,UK436_1.45.1.8.1.1
NORW-21F594,England/NORW-21F594/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.177,,UK4942,del_trans_6332,UK4942_1.1
NORW-F3FA9,England/NORW-F3FA9/2020,,2020-11-13,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4
NORW-F52CC,England/NORW-F52CC/2020,,2020-11-19,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-F70B1,England/NORW-F70B1/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F437F,England/NORW-F437F/2020,,2020-11-16,,UK,UK-ENG,Y,,,B.1.177,,UK4941,del_trans_6287,UK4941_1.1.1.5
NORW-FA300,England/NORW-FA300/2020,,2020-12-10,,UK,UK-ENG,Y,,,B.1.177,,UK5050,del_trans_10080,UK5050_1.52.1.1.18.1
NORW-F3AA8,England/NORW-F3AA8/2020,,2020-12-12,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F7127,England/NORW-F7127/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK4942,del_trans_6332,UK4942_1.1
NORW-F19E9,England/NORW-F19E9/2020,,2020-11-13,,UK,UK-ENG,Y,,,B.1.1.4,,UK3088,del_trans_20889,UK3088_1.1
NORW-F46EF,England/NORW-F46EF/2020,,2020-11-16,,UK,UK-ENG,Y,,,B.1.36.17,,UK352,del_trans_17329,UK352_1.1.13.1.1.1
NORW-F5411,England/NORW-F5411/2020,,2020-11-15,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.119.1
NORW-F9C7F,England/NORW-F9C7F/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-21F707,England/NORW-21F707/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-220D10,England/NORW-220D10/2020,,2020-12-12,,UK,UK-ENG,N,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19.4
NORW-F87AC,England/NORW-F87AC/2020,,2020-12-11,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F9C60,England/NORW-F9C60/2020,,2020-12-08,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F9DC7,England/NORW-F9DC7/2020,,2020-12-07,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F5402,England/NORW-F5402/2020,,2020-11-15,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-F70EE,England/NORW-F70EE/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1
NORW-F87BB,England/NORW-F87BB/2020,,2020-12-09,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.34.18.1.2.2
NORW-F5192,England/NORW-F5192/2020,,2020-11-14,,UK,UK-ENG,Y,,,B.1.1.170,,UK1769,del_trans_20532,UK1769_1.2
NORW-F5AB5,England/NORW-F5AB5/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.1.279,,UK2558,del_trans_18394,UK2558_1.1.1.10.4
NORW-FA2C7,England/NORW-FA2C7/2020,,2020-12-08,,UK,UK-ENG,Y,,,B.1.177,,UK2113,del_trans_5009,UK2113_1
NORW-21F88C,England/NORW-21F88C/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1
NORW-F3E8E,England/NORW-F3E8E/2020,,2020-10-10,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-21F804,England/NORW-21F804/2020,,2020-12-07,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F4078,England/NORW-F4078/2020,,2020-11-16,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.6.62
NORW-F18BF,England/NORW-F18BF/2020,,2020-11-12,,UK,UK-ENG,Y,,,B.1.177.26,,UK4855,del_trans_5030,UK4855_1.4
NORW-F59C7,England/NORW-F59C7/2020,,2020-11-16,,UK,UK-ENG,Y,,,B.1.177,,UK4941,del_trans_6287,UK4941_1.1.1.5
--
LOND-DA10C,England/LOND-DA10C/2020,,2020-11-03,,UK,UK-ENG,Y,,,B.1.177.11,,UK4435,del_trans_4465,UK4435_1.18.2
NORW-F6568,England/NORW-F6568/2020,,2020-11-30,,UK,UK-ENG,Y,,,B.1.177.4,,UK501,del_trans_7132,UK501_1.9.1
NORW-F70A2,England/NORW-F70A2/2020,,2020-11-24,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-F6FF1,England/NORW-F6FF1/2020,,2020-11-24,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-F64B6,England/NORW-F64B6/2020,,2020-12-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19
NORW-F8900,England/NORW-F8900/2020,,2020-11-22,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19
NORW-F9626,England/NORW-F9626/2020,,2020-12-02,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F7233,England/NORW-F7233/2020,,2020-11-25,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19
NORW-F8F4A,England/NORW-F8F4A/2020,,2020-12-01,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-F8F59,England/NORW-F8F59/2020,,2020-12-01,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-EEED1,England/NORW-EEED1/2020,,2020-11-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.2
NORW-F7594,England/NORW-F7594/2020,,2020-12-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19
